0,2.375,-3.662
0,3.185,-3.316
0,-1.571,-4.979
0,-0.467,-4.538
0,4.873,0.027
0,5.631,-2.172
0,-3.007,-4.109
0,-2.417,-3.267
0,5.218,-0.582
0,4.117,2.930
0,3.521,3.082
0,-0.603,-5.246
0,-0.609,-4.910
0,2.580,-5.229
0,-3.732,-2.675
0,-1.118,-4.357
0,5.798,-1.559
0,5.888,-3.362
0,5.105,-0.638
0,4.695,2.491
0,2.630,3.313
0,4.457,-2.677
0,3.480,-2.317
0,0.595,-5.283
0,2.937,1.871
0,1.769,-3.689
0,3.210,5.356
0,-4.643,-1.704
0,3.617,-2.217
0,6.255,0.551
0,6.667,-1.087
0,5.077,2.315
0,2.999,-4.584
0,1.998,-5.089
0,1.372,-5.826
0,-1.874,-4.604
0,3.932,-4.251
0,3.321,-3.962
0,-1.117,-5.066
0,2.030,-3.726
0,0.378,-6.535
0,-0.851,-5.609
0,5.548,0.438
0,3.121,3.540
0,1.501,-4.020
1,0.738,0.828
1,-7.312,-1.795
1,-0.664,-0.155
1,-6.165,-9.670
1,-1.088,-0.457
1,-6.678,-7.159
1,-9.087,-2.101
1,0.148,0.537
1,-1.108,1.048
1,-7.739,0.312
1,-4.055,1.776
1,-5.449,-8.612
1,-8.829,-5.835
1,-8.508,-4.533
1,-3.256,-0.395
1,-8.559,-1.198
1,-5.567,0.423
1,-8.381,-7.196
1,-4.635,-0.024
1,-6.898,-6.047
1,-1.857,0.310
1,-0.609,1.691
1,-9.057,-0.897
1,-8.046,-3.811
1,-8.945,1.296
1,0.883,-0.053
1,-3.857,1.047
1,-8.574,0.109
1,-8.753,-2.637
1,-8.030,-6.481
1,-6.304,-1.002
1,-8.133,-6.700
1,-4.432,1.349
1,-8.491,-6.357
1,-6.448,-0.168
1,-7.895,-1.242
1,-7.834,1.414
1,-0.262,-0.481
1,-0.325,1.778
1,-7.393,0.572
1,-8.723,-1.146
1,-7.376,-7.393
1,-4.275,0.882
1,-1.967,2.278
1,-0.932,2.386
